;Asset1;Asset2;Asset3;Asset4;Asset5;Asset6;Asset7;Asset8;Asset9;Asset10;Asset11;Asset12;Asset13;Asset14;Asset15
1534;301.84;35.88;1526.63;777.75;226.26;286.83;218.84;401.21;140.69;201.51;202.98;149.65;135.47;183.86;112.48
1535;295.92;34.53;1456.92;759.84;222.52;281.16;214.93;394.65;140.59;200.5;198.63;146.95;134.42;182.76;113.09
1536;304.33;35.14;1469.5;758.29;220.33;278.72;214.02;392.19;146.56;207.0;198.19;146.56;135.41;189.87;114.18
1537;299.62;35.43;1473.0;759.65;220.86;278.54;215.57;393.02;147.42;208.54;198.76;147.13;135.49;192.2;113.87
1538;306.9;36.08;1532.1;770.99;226.11;282.79;217.01;398.49;148.19;210.37;201.57;147.01;136.26;187.4;113.84
1539;296.16;34.75;1390.72;741.92;218.71;273.45;210.19;384.78;146.36;208.82;194.78;144.54;134.58;188.5;113.82
1540;295.95;35.11;1351.46;731.77;218.17;272.69;212.23;384.23;149.73;210.38;193.48;143.35;134.62;196.5;114.19
1541;288.48;34.69;1322.98;720.57;218.21;271.41;211.59;379.22;144.03;205.25;191.34;143.07;133.58;185.62;113.33
1542;285.04;33.91;1290.99;712.9;216.92;267.82;211.71;377.74;142.95;201.98;189.85;141.11;132.78;181.39;113.21
1543;281.53;33.74;1192.04;716.26;218.4;269.73;214.79;382.86;140.38;198.76;190.42;139.02;131.52;175.43;113.05
1544;279.05;33.44;1167.23;706.51;216.88;266.53;212.42;375.58;142.95;201.71;188.37;142.08;132.54;175.96;114.03
1545;278.79;33.32;1151.67;700.71;216.93;267.72;211.37;375.43;142.0;200.78;187.6;140.63;131.81;175.98;114.04
1546;279.1;33.97;1173.31;707.19;221.05;270.12;216.8;383.2;140.78;198.21;191.04;140.66;132.97;165.97;114.66
1547;282.63;34.06;1196.92;700.39;226.2;270.51;217.9;382.82;141.94;199.29;192.3;141.13;132.4;169.21;113.54
1548;292.41;34.18;1230.89;713.58;227.29;276.56;218.56;388.22;144.31;204.42;195.24;143.12;133.04;175.8;113.35
1549;296.9;34.77;1240.99;741.06;229.98;278.49;220.52;390.35;145.97;207.66;197.31;145.91;133.96;177.8;112.69
1550;284.42;32.71;1123.43;697.58;221.99;269.11;215.97;369.21;142.56;203.71;188.78;143.88;132.17;176.85;112.04
1551;284.95;32.33;1123.18;704.24;221.47;268.76;215.49;367.54;146.06;208.64;189.42;143.35;131.51;179.22;113.69
1552;281.61;31.82;1106.15;690.91;224.81;263.31;213.17;364.29;141.82;205.25;187.27;141.86;129.1;172.37;113.67
1553;276.95;30.65;1129.16;683.34;223.31;260.52;212.73;364.75;139.39;199.92;185.93;140.01;129.59;172.39;113.62
1554;281.03;30.96;1144.91;700.48;225.37;260.29;214.55;366.51;139.38;200.5;187.2;139.64;129.16;173.65;113.24
1555;274.67;30.74;1127.28;711.45;220.92;258.87;213.3;361.41;138.24;199.71;185.09;137.75;128.66;171.06;113.16
1556;265.35;30.11;1134.55;697.03;214.55;252.06;215.25;356.74;136.01;198.08;181.92;138.95;129.04;168.0;113.82
1557;263.19;30.18;1074.67;692.59;212.11;250.4;213.05;352.47;135.45;197.93;180.39;136.35;129.52;169.11;115.44
1558;253.45;29.8;1070.82;682.12;208.16;247.94;207.73;337.44;128.24;185.0;177.28;133.23;127.54;159.49;115.32
1559;250.95;29.75;1046.18;683.66;203.68;243.39;209.72;347.5;125.59;180.13;175.45;132.91;125.84;155.38;117.12
1560;250.67;29.8;1062.0;688.15;201.89;239.73;209.15;346.05;128.22;180.21;175.08;132.55;126.1;159.0;117.93
1561;258.88;29.8;1089.64;679.44;205.97;241.49;212.6;353.28;132.89;186.29;178.52;132.81;128.71;166.4;118.27
1562;256.01;29.0;1045.49;646.07;202.48;242.68;211.23;346.55;132.62;185.0;174.75;130.78;128.57;164.53;116.9
1563;253.2;28.62;1038.56;626.66;199.31;239.43;207.15;341.69;130.57;183.59;172.12;132.75;128.87;161.01;115.46
1564;264.24;29.4;1070.47;645.93;205.47;244.82;211.67;345.64;137.46;193.89;176.57;133.48;131.23;169.39;115.89
1565;277.2;31.22;1126.51;662.48;215.08;250.21;214.42;351.72;142.47;201.43;181.97;139.14;133.42;175.25;115.43
1566;275.27;31.18;1130.11;663.84;212.43;252.94;212.3;347.52;148.23;202.58;181.6;137.89;132.67;177.76;113.67
1567;275.93;30.61;1123.35;659.44;208.1;250.13;210.32;349.09;152.63;206.28;179.74;136.76;132.69;179.16;114.51
1568;273.99;29.84;1033.17;635.23;203.94;247.76;205.33;338.71;151.09;204.5;174.71;135.16;131.82;187.64;115.94
1569;275.72;30.04;998.44;636.73;202.04;245.54;206.55;337.38;147.81;200.81;173.4;134.55;129.25;184.59;116.58
1570;277.38;29.59;991.25;630.2;196.21;241.44;211.9;341.51;146.56;200.84;172.27;134.38;130.13;180.98;116.88
1571;277.0;29.93;983.89;627.29;199.38;240.23;209.5;337.43;147.2;201.45;171.7;134.04;129.48;176.77;117.0
1572;282.62;31.41;1023.25;648.38;210.47;248.88;211.27;338.59;152.34;211.21;176.16;135.44;129.46;180.49;116.9
1573;274.98;31.24;960.53;627.48;213.97;246.13;208.32;328.94;148.34;204.64;171.99;136.66;127.26;173.4;116.38
1574;279.0;31.73;1017.09;645.75;222.96;249.67;209.82;335.83;150.47;206.14;176.55;139.16;128.45;173.1;116.53
1575;283.25;32.68;1023.85;651.83;228.69;252.26;214.24;342.41;150.74;207.94;178.57;139.77;127.83;167.75;115.26
1576;284.57;32.6;1031.03;652.32;224.21;251.24;213.64;341.08;155.22;214.68;177.37;139.16;126.16;173.28;115.06
1577;278.6;32.34;1043.27;650.19;223.47;252.33;214.16;336.16;155.42;215.91;175.96;140.23;126.42;174.15;116.2
1578;295.5;33.66;1066.54;667.79;235.21;256.57;218.49;345.97;158.31;221.32;180.14;139.04;127.98;172.27;116.06
1579;297.18;33.91;1077.92;677.67;235.5;257.03;222.66;359.56;159.42;221.24;182.28;141.25;127.81;171.32;115.1
1580;302.68;33.75;1134.55;690.78;236.12;261.98;223.72;361.07;158.34;223.54;185.24;144.0;128.12;172.82;114.79
1581;305.98;34.88;1103.33;677.22;238.83;274.04;225.42;361.36;160.23;226.3;183.88;144.59;128.99;178.06;113.9
1582;329.56;35.13;1127.28;656.59;239.77;275.34;224.77;359.9;160.84;227.34;182.76;143.85;128.74;180.43;112.46
1583;340.74;36.21;1183.58;706.19;242.62;282.14;227.61;370.29;165.55;229.99;187.26;144.52;127.1;178.04;113.86
1584;336.27;35.97;1154.75;695.31;242.24;279.2;227.33;363.49;165.71;231.17;185.86;144.37;126.81;175.27;114.0
1585;339.44;36.15;1158.68;683.11;246.61;278.89;226.3;362.38;167.36;232.86;185.1;145.79;127.52;179.0;114.8
1586;333.29;35.78;1130.96;657.63;244.33;270.83;224.8;350.45;163.92;228.1;180.47;144.6;127.57;182.3;114.89
1587;340.62;36.23;1148.24;629.74;244.78;262.48;224.75;352.47;166.15;231.46;178.56;143.83;126.15;178.59;115.64
1588;353.96;37.48;1211.13;628.52;251.47;265.48;225.15;352.56;167.96;234.39;180.99;147.82;129.65;187.58;116.41
1589;355.14;38.58;1223.53;630.97;252.8;269.69;227.52;354.11;169.95;237.19;182.73;147.82;129.96;185.92;114.3
1590;357.01;38.83;1249.29;633.6;252.96;271.95;228.06;357.16;170.48;236.84;183.76;148.4;132.72;180.09;113.28
1591;350.37;38.44;1178.62;612.57;249.67;261.96;222.76;355.14;162.86;227.37;179.94;148.14;132.57;173.85;112.58
1592;361.11;39.47;1347.5;667.08;259.94;277.68;227.37;371.92;165.25;231.68;189.91;151.05;135.68;175.15;113.27
1593;367.38;39.9;1396.87;679.93;260.36;276.91;227.72;373.62;170.41;238.27;191.67;151.92;136.9;180.19;111.35
1594;367.4;39.68;1394.13;673.48;257.69;279.42;221.03;369.42;170.91;238.39;189.96;152.26;137.49;173.93;109.88
1595;364.43;40.28;1425.87;681.48;255.82;283.65;235.49;381.59;172.05;240.31;191.61;153.01;137.5;176.06;109.98
1596;361.06;39.25;1361.19;675.8;256.17;283.85;237.18;379.88;170.21;236.4;190.03;152.21;137.44;173.36;109.57
1597;357.99;39.47;1341.26;684.56;255.05;285.0;236.38;377.86;170.44;237.07;189.44;151.5;136.5;165.36;109.18
1598;359.52;39.51;1318.33;687.15;257.56;284.74;239.94;379.56;168.96;235.65;190.34;153.07;135.81;162.2;109.53
1599;360.67;39.7;1310.46;672.26;256.04;278.69;241.41;379.35;167.29;233.39;189.6;152.84;134.68;161.49;109.86
1600;368.58;40.36;1372.14;682.11;259.86;284.11;242.28;385.56;172.13;239.38;192.18;153.37;134.75;163.97;110.77
1601;368.05;40.62;1413.3;686.15;262.64;286.0;243.44;387.41;171.27;237.26;193.32;153.87;135.26;157.87;110.07
1602;366.16;40.74;1391.99;672.71;263.14;288.78;244.48;386.8;170.67;236.56;193.26;154.64;135.91;154.51;109.04
1603;360.88;39.51;1354.09;655.04;258.54;285.37;245.18;384.82;165.54;229.69;190.28;153.55;134.89;156.45;109.47
1604;365.26;39.6;1338.01;641.19;262.79;282.39;244.32;383.4;166.64;233.12;189.97;153.64;135.53;158.4;109.7
1605;367.26;39.74;1448.23;672.35;265.91;293.12;243.44;390.86;167.85;236.06;195.85;155.24;135.35;163.16;109.92
1606;366.14;39.41;1466.37;673.62;262.17;293.12;244.96;365.2;167.03;235.0;195.68;155.59;139.62;164.51;108.86
1607;366.83;40.16;1444.21;671.35;260.1;294.01;244.72;358.44;165.62;233.12;195.45;155.32;139.22;162.0;107.79
1608;361.3;39.14;1421.44;665.99;252.8;288.63;242.21;354.19;161.08;227.37;191.95;154.28;137.01;155.82;107.63
1609;354.65;39.42;1368.13;649.09;253.23;282.42;239.4;348.75;156.6;221.51;189.19;154.07;137.16;150.39;108.12
1610;355.72;39.29;1379.51;640.14;253.05;280.71;238.15;349.34;156.25;222.17;188.84;153.44;138.41;145.86;108.41
1611;358.73;38.66;1469.28;647.91;255.71;282.45;238.52;348.94;157.41;223.48;190.26;153.14;138.66;144.74;107.95
1612;353.09;37.65;1454.91;645.69;254.32;281.91;232.96;350.1;156.09;216.34;188.86;153.84;139.39;143.85;107.48
1613;362.06;38.47;1500.6;656.27;258.27;289.86;237.3;353.48;159.93;218.6;191.55;153.21;138.02;148.21;107.86
1614;365.83;38.31;1546.56;660.72;258.02;287.77;236.46;353.85;161.68;223.47;192.95;155.39;140.61;152.7;107.66
1615;364.26;37.7;1512.5;650.45;256.73;288.15;235.14;350.46;160.49;221.92;191.78;155.06;140.12;156.53;106.8
1616;358.33;36.47;1450.71;619.98;250.36;280.84;233.04;336.25;158.95;220.26;187.0;150.27;137.77;154.16;106.3
1617;361.53;35.93;1418.11;610.94;248.8;279.46;228.86;334.47;157.84;217.27;184.92;148.65;138.76;150.48;106.66
1618;360.86;36.12;1390.98;601.22;250.28;276.67;228.94;332.42;158.55;218.77;183.26;149.13;138.58;152.3;107.22
1619;365.29;37.17;1376.52;600.9;251.49;277.4;230.94;331.83;160.84;222.36;183.45;148.6;140.77;154.12;106.92
1620;375.53;38.4;1412.12;615.21;254.32;279.35;232.75;334.91;162.9;224.97;186.17;151.59;140.77;158.58;106.79
1621;369.02;37.84;1312.68;600.58;251.44;276.99;230.03;332.48;159.62;221.6;183.48;150.16;138.53;156.96;106.96
1622;372.64;37.85;1301.29;598.9;252.63;278.03;230.49;335.34;163.84;228.45;184.56;149.86;139.22;161.15;107.03
1623;377.72;38.33;1208.44;590.59;253.51;278.65;230.56;332.33;166.11;231.32;183.81;150.91;140.68;161.09;106.66
1624;371.87;37.93;1201.17;572.47;254.9;276.9;226.52;328.33;163.38;227.91;181.6;149.99;140.15;159.94;106.69
1625;373.15;38.75;1249.69;588.68;256.36;281.04;227.89;330.9;164.62;229.63;184.77;151.44;141.05;158.8;106.77
1626;372.15;38.77;1250.63;590.14;258.06;280.64;227.32;330.88;166.28;231.14;184.3;149.14;141.06;162.57;106.46
1627;371.1;39.32;1225.04;568.06;260.02;280.14;230.22;328.54;160.57;224.06;183.57;152.6;142.61;155.82;106.29
1628;374.95;41.61;1262.18;573.92;262.44;287.19;230.48;330.92;161.03;221.68;184.95;156.11;143.63;147.54;107.61
1629;373.27;42.26;1220.76;567.84;262.38;285.16;229.69;326.3;164.64;225.67;182.8;155.77;142.23;149.22;107.0
1630;386.6;42.64;1271.6;588.73;267.41;294.13;235.32;349.99;166.63;227.37;186.97;158.06;144.51;149.42;107.86
1631;383.12;43.07;1337.41;591.14;266.3;295.28;232.38;347.0;163.52;225.59;186.83;159.13;145.17;151.16;106.5
1632;389.16;44.62;1361.45;593.77;268.69;298.64;232.24;348.93;165.96;226.7;188.13;158.25;145.09;152.16;105.74
1633;389.51;46.05;1369.33;606.31;270.68;300.01;234.27;351.03;167.89;225.62;190.55;159.52;145.32;156.8;105.68
1634;396.25;46.74;1412.97;605.94;270.41;302.06;232.16;349.67;170.68;228.04;191.2;160.7;146.94;158.78;105.42
1635;401.51;47.54;1446.18;612.07;277.23;301.31;232.93;351.72;170.58;228.66;191.96;161.8;148.71;161.76;104.5
1636;398.1;47.71;1514.9;617.43;272.95;301.22;231.52;352.82;170.24;232.43;191.57;163.04;147.84;162.41;104.79
1637;392.75;46.99;1487.08;614.12;264.75;296.44;225.79;347.53;166.75;228.23;188.59;163.18;147.63;160.99;105.15
1638;383.59;45.56;1434.71;614.39;261.22;297.73;222.57;340.29;167.82;230.51;187.15;160.15;149.0;162.71;105.1
1639;389.77;46.04;1526.62;626.2;261.86;302.99;225.31;347.99;170.88;232.96;190.69;161.17;149.33;164.7;104.76
1640;394.44;47.28;1642.49;640.92;266.11;302.82;228.68;357.05;169.99;232.65;192.96;162.0;149.39;165.32;104.45
1641;402.1;47.83;1648.65;647.37;268.39;302.43;229.29;356.69;171.57;232.87;192.82;162.43;149.91;162.31;104.37
1642;403.4;47.89;1653.62;644.32;269.69;303.79;228.2;355.8;170.67;230.61;192.79;162.27;150.48;162.35;104.23
1643;409.14;48.09;1694.61;653.86;271.36;303.53;227.99;361.17;177.52;241.83;194.91;163.47;149.54;164.09;103.91
1644;412.92;49.33;1742.79;662.81;272.02;312.62;229.74;364.79;174.28;231.09;195.39;163.5;149.5;161.39;104.17
1645;408.17;47.91;1639.84;649.5;269.71;309.46;227.89;364.78;171.19;224.33;192.86;163.15;149.06;157.79;104.39
1646;393.8;47.7;1671.93;655.36;271.32;310.96;230.65;370.48;174.89;224.1;195.68;163.16;149.57;159.75;104.59
1647;389.51;48.79;1792.25;660.54;270.6;311.9;231.93;375.39;172.97;220.67;197.73;163.04;149.44;154.77;104.49
1648;382.26;49.75;1857.8;685.02;269.34;310.09;230.25;380.05;167.56;217.65;200.64;165.09;148.55;153.7;103.05
1649;386.73;48.58;1805.69;701.73;273.51;310.86;227.19;373.78;168.72;218.21;198.56;166.65;144.41;148.65;104.07
1650;392.44;48.81;1804.75;689.15;275.12;309.92;225.54;374.36;168.43;218.46;197.34;164.42;144.67;150.11;105.17
1651;389.69;48.67;1897.51;702.41;278.48;312.46;226.02;375.04;173.24;224.19;199.88;164.31;145.09;156.25;105.76
1652;388.46;48.58;1900.25;690.01;276.52;310.95;224.8;365.8;171.74;218.92;197.67;164.02;145.53;158.94;105.77
1653;384.42;47.89;1911.55;685.25;272.21;310.41;226.88;363.5;172.38;216.91;195.92;165.6;144.67;158.11;105.91
1654;386.59;48.18;1819.81;686.93;273.42;307.5;230.41;363.03;179.65;221.46;196.35;164.25;144.4;161.47;105.65
1655;387.34;49.01;1864.57;699.85;276.38;309.77;233.92;367.72;178.95;220.22;198.6;166.07;143.56;162.33;106.29
1656;381.42;49.52;1965.8;696.89;277.6;310.46;233.25;365.38;176.86;221.91;198.54;166.19;143.72;160.14;105.77
1657;388.2;50.25;1948.09;706.58;278.77;309.83;234.98;371.23;176.32;219.57;199.09;168.19;142.19;159.19;105.71
1658;384.79;49.82;1882.88;699.21;274.93;305.64;231.29;366.01;175.81;216.4;196.35;169.7;142.79;158.98;106.15
1659;386.77;49.22;1830.33;693.93;275.74;302.57;234.77;368.47;169.05;211.57;195.8;169.27;142.67;154.63;106.41
1660;375.72;48.76;1767.61;675.42;270.68;298.59;236.2;364.3;168.88;209.16;191.88;168.37;142.09;154.26;106.24
1661;371.32;49.31;1776.08;677.38;268.61;297.78;231.24;361.14;166.69;208.32;191.58;168.16;142.02;149.79;106.54
1662;371.42;49.16;2025.11;679.6;270.76;299.28;227.8;358.06;168.23;210.37;192.6;168.57;140.93;152.7;107.01
1663;368.64;49.52;1992.76;667.37;273.2;297.14;228.41;354.77;168.24;211.0;190.57;165.58;140.22;154.59;107.09
1664;374.58;49.7;2011.16;672.87;275.59;298.23;226.76;353.62;167.94;211.53;191.16;168.07;140.85;153.29;107.53
1665;373.91;50.21;1986.77;670.55;277.89;297.67;227.86;351.55;166.97;208.86;190.57;167.43;141.78;156.07;106.95
1666;388.15;49.87;1942.44;661.0;276.34;295.53;224.69;347.55;168.45;210.53;189.67;166.66;142.46;157.36;107.3
1667;393.63;50.81;1995.16;663.73;273.47;296.48;225.25;352.65;169.23;211.19;191.11;167.81;142.13;158.31;106.37
1668;398.51;51.2;2044.45;687.02;278.49;302.86;225.52;345.07;171.37;214.31;194.2;169.28;143.23;161.39;107.07
1669;396.44;51.65;2015.7;699.76;276.87;306.89;225.49;350.75;172.89;215.88;194.33;169.86;143.25;162.97;106.8
1670;384.2;51.25;1993.27;689.61;268.72;302.04;223.24;352.26;169.55;213.1;191.35;169.08;140.61;157.14;106.18
1671;388.23;51.6;2069.7;695.39;267.13;300.72;221.4;352.9;167.07;211.75;191.62;168.74;140.52;155.28;107.57
1672;376.11;54.32;2005.94;685.02;252.67;297.77;219.91;348.17;165.78;208.53;188.09;168.54;141.81;153.37;107.58
1673;354.34;53.99;1965.62;675.51;259.09;292.53;219.59;342.08;163.73;207.44;185.36;166.35;144.34;155.32;107.22
1674;350.73;52.78;1965.71;684.47;254.44;290.27;220.23;342.71;161.85;206.19;185.08;161.53;148.19;151.51;106.23
1675;352.25;54.09;2059.6;694.12;260.97;295.94;221.4;349.91;162.45;208.85;188.13;164.52;147.77;144.48;105.82
1676;339.12;53.25;2073.73;695.94;248.64;292.84;223.87;352.63;154.37;199.81;186.82;158.63;149.35;136.95;105.79
1677;341.38;54.56;2186.11;708.95;253.47;294.3;222.6;353.79;153.48;200.45;190.1;161.85;148.76;138.44;107.24
1678;335.61;53.57;2201.86;705.08;243.89;294.22;224.4;353.64;151.67;197.91;188.01;159.54;152.7;135.18;106.92
1679;343.88;53.35;2216.84;716.0;246.47;295.25;226.82;355.26;155.63;200.82;189.68;161.56;153.43;137.01;106.28
1680;351.08;54.69;2242.43;724.55;253.08;300.39;226.04;356.39;162.61;206.97;192.15;163.86;150.23;140.43;105.88
1681;343.32;53.15;2265.45;717.95;246.55;297.81;224.59;353.98;158.88;202.76;188.98;164.28;150.91;143.61;105.34
1682;342.52;54.34;2327.34;722.96;245.89;301.26;226.41;354.15;157.09;200.74;189.55;164.47;154.56;141.71;104.4
1683;338.73;54.21;2292.07;728.96;242.15;299.16;228.26;359.6;157.27;202.75;190.62;161.61;153.65;140.29;104.74
1684;340.28;55.36;2270.85;720.0;249.09;300.2;232.08;358.12;160.72;204.81;190.93;163.07;151.35;147.48;105.3
1685;343.65;55.26;2260.49;717.13;249.84;298.2;231.18;353.43;162.73;207.2;190.63;163.3;152.9;148.27;105.02
1686;348.08;55.8;2309.62;731.33;250.35;302.22;232.18;356.41;165.52;208.98;193.34;165.57;152.41;147.8;104.7
1687;350.48;55.8;2343.77;738.56;249.59;300.95;234.49;356.85;166.33;210.97;194.45;167.33;153.51;150.64;104.66
1688;357.2;56.72;2377.49;750.11;252.61;305.14;237.36;360.77;166.59;211.97;197.25;168.69;152.64;153.27;104.08
1689;358.8;57.5;2393.59;755.89;252.32;309.93;239.36;360.88;176.41;220.79;197.98;169.23;153.79;162.89;105.05
1690;339.42;56.39;2349.76;753.43;248.95;308.12;237.01;361.39;174.73;219.61;196.84;169.21;156.76;163.48;104.0
1691;333.3;55.92;2300.8;744.93;249.32;308.81;240.93;360.95;177.72;220.7;196.35;168.55;156.66;163.28;103.55
1692;326.49;55.53;2314.16;749.02;249.05;305.86;242.75;352.86;174.77;217.8;197.05;168.74;155.96;163.46;104.09
1693;344.33;55.72;2325.45;731.46;251.1;309.19;241.58;362.06;175.23;219.84;197.24;170.25;155.41;165.14;104.41
1694;344.18;55.83;2267.76;728.28;251.06;308.32;240.4;355.31;175.05;220.62;196.42;170.41;155.88;168.64;103.95
1695;346.0;55.95;2265.03;753.12;252.02;314.93;240.64;361.51;175.87;223.57;199.03;172.34;158.24;166.42;103.17
1696;349.14;56.62;2290.28;751.52;271.05;316.73;239.02;356.72;176.29;224.03;198.61;173.23;155.21;167.15;102.66
1697;351.58;57.41;2311.16;751.61;273.2;316.0;240.69;358.64;174.24;222.05;199.27;172.74;154.59;163.72;103.3
1698;351.51;58.42;2368.08;757.25;276.26;316.16;241.22;360.79;177.65;221.53;199.44;173.56;155.61;163.78;103.88
1699;350.66;58.75;2390.67;762.53;275.91;314.77;241.48;360.16;177.08;221.74;199.42;173.92;154.67;160.34;103.4
1700;346.94;59.19;2319.89;758.07;275.11;317.51;243.03;367.09;175.67;220.66;198.24;173.67;155.63;156.55;103.62
1701;345.69;59.04;2321.17;750.66;274.58;316.77;244.25;367.65;176.23;219.71;198.42;174.55;153.45;157.73;103.45
1702;350.64;59.42;2314.58;752.07;274.96;315.02;245.91;371.33;179.56;222.78;198.59;174.48;154.19;159.53;103.25
1703;343.11;58.4;2246.02;744.97;268.98;310.73;243.99;365.34;177.01;219.54;195.45;173.51;154.57;156.11;102.62
1704;339.28;57.08;2307.22;744.93;264.21;308.78;242.93;359.16;175.38;215.63;194.7;172.01;153.93;150.5;103.38
1705;336.36;58.18;2330.33;766.08;267.77;309.95;243.69;363.96;177.48;216.89;198.5;172.41;154.26;151.43;102.73
1706;343.38;58.72;2375.1;771.86;270.09;314.98;243.03;365.38;179.77;219.01;200.14;172.58;154.27;155.52;102.87
1707;337.65;60.22;2414.55;766.67;271.42;307.2;243.36;359.27;167.25;207.92;197.75;170.09;156.15;145.15;103.46
1708;338.42;60.38;2379.63;761.71;265.67;305.85;242.46;355.82;163.96;203.75;196.36;170.57;157.26;138.95;103.07
1709;330.16;58.93;2359.09;754.16;262.04;305.33;243.14;356.77;161.09;202.95;194.95;169.11;158.76;138.87;102.53
1710;337.56;59.47;2454.78;789.55;267.16;313.7;245.24;363.11;165.1;208.14;198.55;171.24;156.39;144.5;102.96
1711;337.09;59.87;2495.1;789.23;267.8;314.31;246.78;363.11;165.75;207.32;198.64;171.42;157.08;148.19;103.0
1712;335.05;59.92;2445.45;781.36;266.52;315.7;247.2;364.37;165.8;206.72;197.73;170.41;157.84;149.3;103.21
1713;334.54;59.06;2472.33;789.51;266.65;313.01;246.5;363.55;163.67;204.08;198.61;169.58;157.4;146.97;103.51
1714;329.62;59.04;2446.05;790.37;265.81;313.26;247.42;365.17;160.71;202.95;198.28;170.06;156.18;143.55;103.32
1715;328.85;58.62;2425.68;786.09;262.0;313.77;247.34;366.76;160.69;203.47;197.96;170.82;156.16;141.87;104.0
1716;331.59;60.52;2478.15;783.81;264.21;315.71;245.42;365.28;161.0;204.23;198.55;170.9;156.43;144.03;104.57
1717;325.17;60.0;2500.4;783.81;262.43;312.53;242.03;360.99;157.09;199.43;197.28;170.62;154.14;143.53;104.37
1718;332.86;61.39;2583.0;786.64;270.5;315.49;241.62;360.16;160.62;202.29;199.63;170.46;153.54;147.52;104.45
1719;336.98;61.71;2711.39;797.39;272.55;316.78;244.76;362.41;162.07;202.04;201.51;171.56;151.67;145.55;104.71
1720;337.07;61.86;2675.95;797.89;271.93;316.38;242.24;361.26;162.82;203.64;201.22;172.6;153.39;144.93;105.32
1721;336.25;62.03;2668.42;793.51;269.68;313.63;240.1;357.88;160.85;199.98;201.25;172.28;153.09;145.82;104.86
1722;333.82;60.34;2626.65;781.49;266.87;304.55;239.65;352.79;163.04;205.77;199.0;169.99;152.9;147.68;104.98
1723;329.1;59.91;2613.81;782.76;264.42;301.39;238.55;351.25;164.86;206.32;197.54;167.1;152.16;150.58;105.38
1724;329.54;60.23;3250.79;788.0;265.07;302.92;236.18;354.01;161.9;202.76;199.27;166.54;150.63;145.49;105.5
1725;332.39;60.95;3333.47;799.12;267.55;305.13;236.6;369.08;160.85;202.13;201.87;168.62;150.71;147.19;105.82
1726;329.41;60.75;3433.19;807.63;268.57;300.56;236.02;369.64;159.42;200.87;201.87;166.09;151.78;140.69;105.99
1727;322.9;60.24;3238.29;807.41;265.15;299.73;237.32;372.21;156.57;197.59;200.64;163.54;152.24;137.92;105.74
1728;328.11;62.1;3404.0;820.34;268.8;307.15;238.2;372.96;158.38;199.61;202.62;164.43;153.33;141.99;106.11
1729;355.67;62.77;3366.08;824.26;274.45;310.25;240.48;372.96;162.06;204.99;205.56;167.5;151.35;145.31;105.47
1730;349.14;61.76;3352.73;818.02;271.75;307.51;242.06;377.07;161.34;204.01;205.15;165.89;151.78;146.14;106.08
1731;355.75;62.57;3308.48;816.34;272.24;309.48;242.03;375.63;162.65;204.38;205.63;166.08;152.36;145.31;105.95
1732;369.67;62.94;3207.9;810.0;274.88;305.48;242.38;371.97;166.3;209.68;204.85;165.93;150.6;146.91;106.09
1733;367.94;62.93;3296.5;822.53;274.96;302.47;245.89;378.41;165.78;208.9;206.12;166.38;152.22;144.4;105.99
1734;368.85;63.07;3318.75;824.31;275.5;303.16;247.37;376.37;164.55;208.4;206.35;166.17;152.11;142.13;105.25
1735;373.35;63.02;3379.7;837.2;275.48;306.7;249.01;379.05;163.07;206.4;208.28;167.03;151.57;135.95;105.56
1736;385.19;63.33;3511.53;835.01;277.48;302.94;250.95;379.82;163.1;207.95;209.72;167.96;150.74;140.61;105.45
1737;381.86;62.12;3680.59;837.93;276.44;303.0;253.48;383.59;161.14;206.08;209.89;168.83;151.57;138.28;105.19
1738;388.69;62.54;3651.14;847.31;279.57;306.7;254.87;385.03;162.25;207.64;212.45;167.96;151.77;143.04;104.67
1739;384.92;63.06;3654.48;842.35;279.9;310.42;251.32;381.0;161.09;206.31;211.67;170.22;151.81;145.39;103.68
1740;378.45;61.71;3750.01;842.76;278.47;307.11;249.1;378.13;157.4;201.61;210.67;168.04;150.04;142.8;103.89
1741;378.97;62.32;3684.7;837.97;278.06;308.17;249.59;378.07;159.16;203.18;209.56;167.27;149.87;146.91;103.93
1742;372.47;62.19;3682.98;851.82;272.71;309.71;251.67;381.4;158.29;200.24;210.34;165.95;148.27;140.79;103.24
1743;367.92;61.57;3613.13;850.36;271.28;311.28;251.2;381.58;156.91;198.55;208.73;165.03;148.77;140.09;103.56
1744;371.86;61.97;3478.14;843.94;271.95;306.88;250.54;380.84;159.8;202.04;207.79;165.51;149.12;140.51;104.06
1745;377.73;62.25;3584.63;856.65;271.97;308.29;249.64;385.86;160.2;201.41;210.17;166.23;148.37;137.13;104.02
1746;379.58;63.51;3519.66;862.07;270.77;309.13;250.99;387.66;161.5;203.24;210.1;167.86;148.24;140.9;103.58
1747;383.3;63.92;3494.4;863.62;280.23;317.75;249.3;386.85;163.5;204.97;211.04;168.47;148.0;141.5;103.97
1748;386.14;65.17;3621.09;883.57;284.16;322.04;253.98;391.72;164.34;206.42;213.63;170.48;148.92;143.08;104.43
1749;388.15;64.24;3630.6;876.69;286.44;322.7;255.63;393.66;164.66;206.24;213.88;170.17;148.97;141.36;104.05
1750;384.23;64.46;3622.38;871.54;284.54;324.71;255.49;393.72;163.82;205.06;213.46;168.42;148.81;145.41;104.26
